card_id,pr_id,agent,html_url,categoria_padre_final,subcategoria_final,n_categoria_padre_final,porcentaje_categoria_padre_final,n_subcategoria_final,porcentaje_subcategoria_final,javier_categoria_padre_original,javier_subcategoria_original,javier_categoria_padre_canonica,javier_subcategoria_canonica,diego_categoria_validada,diego_categoria_padre_canonica,diego_subcategoria_canonica,diego_categoria_sugerida_evidencia_completa,diego_sugerida_padre_canonica,diego_sugerida_subcategoria_canonica,acuerdo_subcategoria,acuerdo_categoria_padre,tipo_contraste,prioridad_revision,confianza_codex,confianza_validacion_diego,veredicto_evidencia_completa_diego,requiere_revision_humana_diego,cita_javier_codex,cita_diego,justificacion_javier_codex,justificacion_validacion_diego
3148367585-A,3148367585,Cursor,https://github.com/oven-sh/bun/pull/20419,validacion_calidad_ci,fallos_ci_build_o_tests,104,34.7,63,21.0,validacion_calidad_ci,fallos_tests_ci,validacion_calidad_ci,fallos_ci_build_o_tests,fallos_ci_build_o_tests,validacion_calidad_ci,fallos_ci_build_o_tests,fallos_ci_build_o_tests,validacion_calidad_ci,fallos_ci_build_o_tests,si,si,acuerdo_total,media,media,media,parcial,si,"8035"">🪟 2019 x64</a></li> <li><a href=""https://github.com/oven-sh/bun/blob/048bb308284e0a746a1ab7eef2af5fd2a4211551/test/js/bun/spawn/spawn.test.ts""><code>test/js/bun/spawn/spawn.test.ts</code></a> - timeout on <a href=""https://buildkite.com/bun/bun/builds/18787#01977f85-bad4-477f-b0bc-2aedd4c45122"">🪟 2019 x64-baseline</a></li> <li><a href=""https://github.com/oven-sh/bun/blob/048bb308284e0a746a1ab7eef2af5fd2a4211551/test/js/bun/spawn/spawn.test.ts""><code>test/js/bun/spawn/spawn.test.ts</code></a> - 1 failing on <a href=""https://buildkite.com/bun/bun/builds/18787#01977f85-b9a5-4858-be0d-f8d1b55","Updated 2:04 PM PT - Jun 17th, 2025 :x: @Jarred-Sumner, your commit 048bb308284e0a746a1ab7eef2af5fd2a4211551 has 2 failures in [Build #18787](https://buildkite.com/bun/bun/builds/18787): test/js/bun/spawn/spawn.test.ts - 1 failing on 🪟 2019 x64 test/js/bun/spawn/spawn.test.ts - timeout on 🪟 2019 x64-baseline test/js/bun/spawn/spawn.test.ts - 1 failing on 🐧 24.04 aarch64 test/cli/run/require-cache.test.ts - 1 failing on 🪟 2019 x64-baseline 🧪 &nbsp; To try this PR locally: That installs a local version of the PR into your bun-20419 executable, so you can run:",La evidencia reporta pruebas o checks fallidos que requieren correccion antes del merge.,"La categoria tiene apoyo, pero la evidencia es indirecta o comparte senales con otra razon."
3150623138-A,3150623138,Copilot,https://github.com/dotnet/android/pull/10206,validacion_calidad_ci,lint_formato_o_estilo,104,34.7,34,11.3,validacion_calidad_ci,lint_formato_analisis_estatico,validacion_calidad_ci,lint_formato_o_estilo,lint_formato_o_estilo,validacion_calidad_ci,lint_formato_o_estilo,lint_formato_o_estilo,validacion_calidad_ci,lint_formato_o_estilo,si,si,acuerdo_total,baja,alta,alta,si,no,"Don't leave a blank line: ```suggestion <UsingTask TaskName=""Xamarin.Android.Tasks.BuildArchive"" AssemblyFile=""Xamarin.Android.Build.Tasks.dll"" /> ``` Make a note to not add blank lines in `copilot-instructions.md` under the `Formatting` section",Don't leave a blank line: Make a note to not add blank lines in copilot-instructions.md under the Formatting section,"La evidencia solicita corregir reglas de lint, formato o analisis estatico.",La evidencia pre-merge contiene una solicitud o problema explicito consistente con la categoria.
3150709470-A,3150709470,Copilot,https://github.com/Azure/autorest.typescript/pull/3295,validacion_calidad_ci,fallos_ci_build_o_tests,104,34.7,63,21.0,validacion_calidad_ci,fallos_tests_ci,validacion_calidad_ci,fallos_ci_build_o_tests,implementacion_incompleta_o_cambio_omitido,implementacion_logica,implementacion_incompleta_o_cambio_omitido,evidencia_insuficiente,evidencia_insuficiente,evidencia_insuficiente,no,no,discrepancia,media,alta,baja,no_determinable,si,"@copilot you need to regenerate smoke test swaggers and commit the changes. See the ci failure: ``` > @autorest/typescript@6.0.42 check:tree > ts-node ./test/commands/check-clean-tree.ts warning: in the working copy of 'packages/autorest.typescript/test/smoke/generated/keyvault-resource-manager/review/keyvault-resource-manager.api.md', CRLF will be replaced by LF the next time Git touches it warning: in the working copy of 'packages/autorest.typescript/test/smoke/generated/msi-resource-manager/review/msi-resource-manager.api.md', CRLF will be replaced by LF the next time Git touches it warning",,La evidencia reporta pruebas o checks fallidos que requieren correccion antes del merge.,La evidencia pre-merge no permite demostrar que la categoria explique la iteracion.
3151002300-A,3151002300,Copilot,https://github.com/microsoft/kiota/pull/6671,implementacion_logica,correccion_funcional,57,19.0,5,1.7,implementacion_logica,correccion_funcional,implementacion_logica,correccion_funcional,fallos_ci_build_o_tests,validacion_calidad_ci,fallos_ci_build_o_tests,evidencia_insuficiente,evidencia_insuficiente,evidencia_insuficiente,no,no,discrepancia,media,media,baja,no_determinable,si,"@copilot the unit tests you've added are failing, can you fix them please?",,La evidencia indica que la implementacion no resuelve correctamente el comportamiento esperado.,La evidencia pre-merge no permite demostrar que la categoria explique la iteracion.
3151249906-A,3151249906,Copilot,https://github.com/vltpkg/vltpkg/pull/864,validacion_calidad_ci,lint_formato_o_estilo,104,34.7,34,11.3,validacion_calidad_ci,lint_formato_analisis_estatico,validacion_calidad_ci,lint_formato_o_estilo,lint_formato_o_estilo,validacion_calidad_ci,lint_formato_o_estilo,fallos_ci_build_o_tests,validacion_calidad_ci,fallos_ci_build_o_tests,si,si,acuerdo_total,media,baja,baja,no_determinable,si,"@copilot are you sure you updated the snapshots across the CLI? It looks like some of our CI tests are still failing. Please investigate & ensure snapshots are up-to-date & everything is passing linting/tests. You can review what actions we run & how we run them in `.github/workflows/ci.yml`. Notably, the tests that are failing are the CI Windows/Ubuntu tests alongside the linting tests (indicating there may be some platform specific error but also generally something not well formatted or snapshotted)","@copilot are you sure you updated the snapshots across the CLI? It looks like some of our CI tests are still failing. Please investigate & ensure snapshots are up-to-date & everything is passing linting/tests. You can review what actions we run & how we run them in .github/workflows/ci.yml. Notably, the tests that are failing are the CI Windows/Ubuntu tests alongside the linting tests (indicating there may be some platform specific error but also generally something not well formatted or snapshotted)","La evidencia solicita corregir reglas de lint, formato o analisis estatico.",Las evidencias disponibles son ambiguas y no permiten validar la categoria con suficiente certeza.
3151439757-A,3151439757,Copilot,https://github.com/tomhrr/cosh/pull/168,validacion_calidad_ci,fallos_ci_build_o_tests,104,34.7,63,21.0,validacion_calidad_ci,fallos_tests_ci,validacion_calidad_ci,fallos_ci_build_o_tests,configuracion_ci_o_automatizacion,configuracion_automatizacion,configuracion_ci_o_automatizacion,evidencia_insuficiente,evidencia_insuficiente,evidencia_insuficiente,no,no,discrepancia,media,media,baja,no_determinable,si,"op - When a line contains ""fatal"", it now calls chomp; error; instead of attempting to parse it as git log data **Testing:** - ✅ git.log now properly errors when run in non-git directory - ✅ git.log still works correctly in valid git repositories - ✅ Existing tests pass (213/214, 1 unrelated test failure due to environment issue) Fixes #160. --- 💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",,La evidencia reporta pruebas o checks fallidos que requieren correccion antes del merge.,La evidencia pre-merge no permite demostrar que la categoria explique la iteracion.
3151766741-A,3151766741,Copilot,https://github.com/MicrosoftDocs/mcp/pull/13,documentacion_descripcion,documentacion_o_descripcion_incompleta,17,5.7,17,5.7,documentacion_descripcion,documentacion_codigo_o_usuario,documentacion_descripcion,documentacion_o_descripcion_incompleta,documentacion_o_descripcion_incompleta,documentacion_descripcion,documentacion_o_descripcion_incompleta,evidencia_insuficiente,evidencia_insuficiente,evidencia_insuficiente,si,si,acuerdo_total,media,baja,baja,no_determinable,si,"-roo 2. **Added configuration note for Roo Code users** - Added a note explaining the key difference in configuration: - Other clients (VS Code, Visual Studio, Cursor) use ""type"": ""http"" - Roo Code uses ""type"": ""streamable-http"" for its streamable HTTP transport The changes are minimal and focused, adding exactly what was needed to help Roo Code users configure the Microsoft Docs MCP Server correctly. Fixes #12. --- 💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",,La evidencia solicita corregir o completar documentacion asociada al cambio.,La evidencia pre-merge no permite demostrar que la categoria explique la iteracion.
3152123723-A,3152123723,Devin,https://github.com/liam-hq/liam/pull/2039,validacion_calidad_ci,fallos_ci_build_o_tests,104,34.7,63,21.0,validacion_calidad_ci,fallos_tests_ci,validacion_calidad_ci,fallos_ci_build_o_tests,evidencia_insuficiente,evidencia_insuficiente,evidencia_insuficiente,evidencia_insuficiente,evidencia_insuficiente,evidencia_insuficiente,no,no,evidencia_insuficiente,alta,baja,alta,si,no,"Thanks! LGTM! Could you check why the E2E tests are failing? It looks like it's just a minor pixel difference in the VRT, so I think rerunning should fix it 👀",,La evidencia reporta pruebas o checks fallidos que requieren correccion antes del merge.,Solo hay aprobacion y un mensaje condicional de automatizacion; no se demuestra una causa de retrabajo.
3153811253-A,3153811253,OpenAI_Codex,https://github.com/nrwl/nx/pull/31621,arquitectura_diseno,reduccion_alcance_o_sobrecodigo,37,12.3,16,5.3,arquitectura_diseno,alcance_o_sobrecodigo,arquitectura_diseno,reduccion_alcance_o_sobrecodigo,refactor_limpieza_o_nombres,mantenimiento_refactor,refactor_limpieza_o_nombres,refactor_limpieza_o_nombres,mantenimiento_refactor,refactor_limpieza_o_nombres,no,no,discrepancia,alta,baja,alta,si,no,@claude remove this warning and move this logic down to around where the outputStyle logic is. This logic can go above that... so right below the block with !isCapable,@claude remove this warning and move this logic down to around where the outputStyle logic is. This logic can go above that... so right below the block with !isCapable,La evidencia solicita reducir el alcance o eliminar codigo que no corresponde al cambio.,"No se aprobo inmediatamente porque se solicitaron ajustes de limpieza, simplificacion, estructura o nombres."
3154662508-A,3154662508,Claude_Code,https://github.com/maybe-finance/maybe/pull/2389,seguridad_permisos,seguridad_permisos_o_validacion,11,3.7,11,3.7,seguridad_permisos,seguridad_autorizacion_o_validacion,seguridad_permisos,seguridad_permisos_o_validacion,documentacion_o_descripcion_incompleta,documentacion_descripcion,documentacion_o_descripcion_incompleta,evidencia_insuficiente,evidencia_insuficiente,evidencia_insuficiente,no,no,discrepancia,media,baja,baja,no_determinable,si,"all list endpoints Security & Performance - **Strong Parameters**: Proper input validation and sanitization - **Scoped Access**: Read vs read/write permissions - **Rate Limiting**: Protects API from abuse - **N+1 Prevention**: Optimized queries with proper includes Test Coverage - Comprehensive controller tests for all endpoints - API key and OAuth authentication tests - Rate limiting integration tests - System tests for API key management UI Breaking Changes None - this is a new API version that doesn't affect existing functionality. Next Steps After this PR, we can add more endpoints for:...",,"La evidencia solicita reforzar permisos, autorizacion, validacion o manejo seguro de datos.",La evidencia pre-merge no permite demostrar que la categoria explique la iteracion.
3154760858-A,3154760858,Copilot,https://github.com/Azure/azure-mcp/pull/394,dependencias_versionado,dependencias_o_versionado,20,6.7,20,6.7,dependencias_versionado,versiones_o_dependencias,dependencias_versionado,dependencias_o_versionado,documentacion_o_descripcion_incompleta,documentacion_descripcion,documentacion_o_descripcion_incompleta,evidencia_insuficiente,evidencia_insuficiente,evidencia_insuficiente,no,no,discrepancia,media,baja,baja,no_determinable,si,"updates/v1_101) of VS Code was released on June 12th, and after upgrading to this version, the Azure MCP Server now works fine in my Ubuntu VM. I tried it out with a fresh VM, installing everything again, and it worked fine too. This issue was likely caused by the previous VS Code version before June 12th and not by our MCP Server. In that case, changes made by copilot on the npm/wrapper directory might not be necessary anymore. However, I'd like to keep these troubleshooting instructions. @copilot, please add a note to upgrade VS Code to the latest version as the first step to fix this issue.",,"La evidencia solicita actualizar, restringir o reutilizar una dependencia o version.",La evidencia pre-merge no permite demostrar que la categoria explique la iteracion.
3154921524-A,3154921524,Cursor,https://github.com/getsentry/relay/pull/4821,arquitectura_diseno,reduccion_alcance_o_sobrecodigo,37,12.3,16,5.3,arquitectura_diseno,alcance_o_sobrecodigo,arquitectura_diseno,reduccion_alcance_o_sobrecodigo,reduccion_alcance_o_sobrecodigo,arquitectura_diseno,reduccion_alcance_o_sobrecodigo,documentacion_o_descripcion_incompleta,documentacion_descripcion,documentacion_o_descripcion_incompleta,si,si,acuerdo_total,media,baja,baja,no_determinable,si,"File: nintendo_switch_implementation_summary.md Let me know if we're better off without this file, or if you prefer I move it elsewhere","In general (does not necessarily apply to you Bruno nor this PR): I don't mind if you use cursor or an AI to help you write a PR, but it is your PR, it's not an excuse to get lazy and let the reviewer do the work. PS: Your PR description doesn't follow the Sentry commit guidelines and CI is failing.",La evidencia solicita reducir el alcance o eliminar codigo que no corresponde al cambio.,Las evidencias disponibles son ambiguas y no permiten validar la categoria con suficiente certeza.
3154952530-A,3154952530,Cursor,https://github.com/WorkflowAI/WorkflowAI/pull/489,configuracion_automatizacion,configuracion_ci_o_automatizacion,16,5.3,16,5.3,configuracion_integracion,ci_workflows_y_automatizacion,configuracion_automatizacion,configuracion_ci_o_automatizacion,lint_formato_o_estilo,validacion_calidad_ci,lint_formato_o_estilo,evidencia_insuficiente,evidencia_insuficiente,evidencia_insuficiente,no,no,discrepancia,media,media,baja,no_determinable,si,"```suggestion _check_lineup = f""Check the lineup 👉 {WORKFLOWAI_APP_URL}/ ({MODEL_COUNT} models)"" ```",,"La evidencia identifica un problema en workflows, checks o automatizacion del repositorio.",La evidencia pre-merge no permite demostrar que la categoria explique la iteracion.
